SubjectCode,Triplet,Rep,RedJade Code A,roleA,RedJade Code B,roleB,Roles,Perceptual Distance,Structural Distance
P26,067 165 370,2,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,41.61026075,0.9230769230769232
P26,067 165 370,2,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,120.3556102,0.5384615384615384
P26,067 165 370,2,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,92.88589182,0.9230769230769232
P26,067 165 370,1,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,41.78001077,0.9230769230769232
P26,067 165 370,1,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,132.6489205,0.5384615384615384
P26,067 165 370,1,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,107.5175009,0.9230769230769232
P27,067 165 370,2,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,13.6121196,0.9230769230769232
P27,067 165 370,2,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,127.6420875,0.5384615384615384
P27,067 165 370,2,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,114.4055685,0.9230769230769232
P27,067 165 370,1,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,4.730507372,0.9230769230769232
P27,067 165 370,1,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,114.2339529,0.5384615384615384
P27,067 165 370,1,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,117.7526174,0.9230769230769232
P28,067 165 370,2,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,93.14008213,0.9230769230769232
P28,067 165 370,2,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,82.81160909,0.5384615384615384
P28,067 165 370,2,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,69.40421097,0.9230769230769232
P28,067 165 370,1,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,72.13641799,0.9230769230769232
P28,067 165 370,1,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,115.8523759,0.5384615384615384
P28,067 165 370,1,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,52.57603446,0.9230769230769232
P31,067 165 370,2,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,92.38215629,0.9230769230769232
P31,067 165 370,2,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,103.334336,0.5384615384615384
P31,067 165 370,2,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,26.23815923,0.9230769230769232
P31,067 165 370,1,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,47.55705836,0.9230769230769232
P31,067 165 370,1,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,88.58764248,0.5384615384615384
P31,067 165 370,1,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,41.13990034,0.9230769230769232
P32,067 165 370,2,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,71.04514903,0.9230769230769232
P32,067 165 370,2,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,51.54412188,0.5384615384615384
P32,067 165 370,2,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,65.81550957,0.9230769230769232
P32,067 165 370,1,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,69.22041606,0.9230769230769232
P32,067 165 370,1,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,84.87503579,0.5384615384615384
P32,067 165 370,1,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,47.67740031,0.9230769230769232
P5,067 165 370,2,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,33.10938991,0.9230769230769232
P5,067 165 370,2,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,122.1700262,0.5384615384615384
P5,067 165 370,2,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,89.3011019,0.9230769230769232
P5,067 165 370,1,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,34.04867839,0.9230769230769232
P5,067 165 370,1,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,115.3341242,0.5384615384615384
P5,067 165 370,1,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,81.28544581,0.9230769230769232
P6,067 165 370,2,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,57.94544762,0.9230769230769232
P6,067 165 370,2,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,75.78206714,0.5384615384615384
P6,067 165 370,2,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,18.42313763,0.9230769230769232
P6,067 165 370,1,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,14.02471034,0.9230769230769232
P6,067 165 370,1,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,56.86329748,0.5384615384615384
P6,067 165 370,1,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,48.02769722,0.9230769230769232
P9,067 165 370,2,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,31.20546427,0.9230769230769232
P9,067 165 370,2,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,83.21812843,0.5384615384615384
P9,067 165 370,2,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,57.45916202,0.9230769230769232
P9,067 165 370,1,JBL,anchor,SOE,struct_cliff,anchor.to.struct_cliff,30.68530593,0.9230769230769232
P9,067 165 370,1,JBL,anchor,PTF,label_cliff,anchor.to.label_cliff,64.70595104,0.5384615384615384
P9,067 165 370,1,SOE,struct_cliff,PTF,label_cliff,struct_cliff.to.label_cliff,51.08518866,0.9230769230769232
P1,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,35.06762895,0.7804878048780488
P1,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,127.1524396,0.5813953488372092
P1,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,92.67099924,0.7857142857142857
P1,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,69.54578995,0.7804878048780488
P1,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,130.8926052,0.5813953488372092
P1,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,61.46515761,0.7857142857142857
P10,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,43.74985486,0.7804878048780488
P10,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,17.053592,0.5813953488372092
P10,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,39.80048743,0.7857142857142857
P10,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,40.27290156,0.7804878048780488
P10,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,22.04767788,0.5813953488372092
P10,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,27.11227951,0.7857142857142857
P11,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,53.72874463,0.7804878048780488
P11,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,16.58117004,0.5813953488372092
P11,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,64.11798188,0.7857142857142857
P11,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,69.47392748,0.7804878048780488
P11,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,103.0422365,0.5813953488372092
P11,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,38.5644305,0.7857142857142857
P13,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,92.00440968,0.7804878048780488
P13,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,90.47391337,0.5813953488372092
P13,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,70.99409553,0.7857142857142857
P14,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,85.02197834,0.7804878048780488
P14,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,89.71240104,0.5813953488372092
P14,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,91.1082263,0.7857142857142857
P14,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,70.6809168,0.7804878048780488
P14,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,78.3739102,0.5813953488372092
P14,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,116.7067753,0.7857142857142857
P19,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,49.52022718,0.7804878048780488
P19,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,131.5952172,0.5813953488372092
P19,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,102.8796564,0.7857142857142857
P19,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,66.70473596,0.7804878048780488
P19,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,125.0828545,0.5813953488372092
P19,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,58.40821946,0.7857142857142857
P2,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,103.4106595,0.7804878048780488
P2,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,106.0139095,0.5813953488372092
P2,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,63.3547954,0.7857142857142857
P2,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,104.3278932,0.7804878048780488
P2,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,101.4029413,0.5813953488372092
P2,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,53.81085578,0.7857142857142857
P23,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,67.19398262,0.7804878048780488
P23,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,87.15049627,0.5813953488372092
P23,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,102.6312277,0.7857142857142857
P25,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,62.68791351,0.7804878048780488
P25,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,35.49851405,0.5813953488372092
P25,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,39.06000512,0.7857142857142857
P25,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,63.40820925,0.7804878048780488
P25,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,88.39095712,0.5813953488372092
P25,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,57.70014645,0.7857142857142857
P26,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,6.338177972,0.7804878048780488
P26,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,64.30484352,0.5813953488372092
P26,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,68.25866245,0.7857142857142857
P26,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,20.64120394,0.7804878048780488
P26,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,131.4381071,0.5813953488372092
P26,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,117.2863782,0.7857142857142857
P27,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,51.20451543,0.7804878048780488
P27,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,75.04213816,0.5813953488372092
P27,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,75.21799851,0.7857142857142857
P27,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,28.69006274,0.7804878048780488
P27,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,128.6534652,0.5813953488372092
P27,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,110.6564051,0.7857142857142857
P28,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,91.90359351,0.7804878048780488
P28,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,82.01119924,0.5813953488372092
P28,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,77.46151625,0.7857142857142857
P28,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,57.89150024,0.7804878048780488
P28,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,90.03013384,0.5813953488372092
P28,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,110.9999658,0.7857142857142857
P31,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,126.2763335,0.7804878048780488
P31,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,93.05138634,0.5813953488372092
P31,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,34.9678724,0.7857142857142857
P31,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,17.57553129,0.7804878048780488
P31,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,57.25739166,0.5813953488372092
P31,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,53.89599243,0.7857142857142857
P32,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,50.65312725,0.7804878048780488
P32,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,75.33364985,0.5813953488372092
P32,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,35.25274599,0.7857142857142857
P32,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,16.3953469,0.7804878048780488
P32,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,64.31846158,0.5813953488372092
P32,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,63.21734968,0.7857142857142857
P5,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,23.30984556,0.7804878048780488
P5,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,117.8715084,0.5813953488372092
P5,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,95.06966919,0.7857142857142857
P5,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,24.47436414,0.7804878048780488
P5,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,112.3789669,0.5813953488372092
P5,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,87.92401777,0.7857142857142857
P6,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,23.71960371,0.7804878048780488
P6,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,50.4726312,0.5813953488372092
P6,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,46.34984897,0.7857142857142857
P6,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,42.44491136,0.7804878048780488
P6,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,34.26428023,0.5813953488372092
P6,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,9.787185499,0.7857142857142857
P9,273 368 839,2,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,55.30881485,0.7804878048780488
P9,273 368 839,2,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,44.0852016,0.5813953488372092
P9,273 368 839,2,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,71.83070374,0.7857142857142857
P9,273 368 839,1,OTQ,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,37.85753426,0.7804878048780488
P9,273 368 839,1,OTQ,anchor,FSV,label_cliff,anchor.to.label_cliff,57.45291289,0.5813953488372092
P9,273 368 839,1,LXZ,struct_cliff,FSV,label_cliff,struct_cliff.to.label_cliff,75.95260693,0.7857142857142857
P1,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,99.78153386,0.868421052631579
P1,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,56.23704295,0.5625
P1,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,93.72922757,0.8913043478260869
P1,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,93.75487454,0.868421052631579
P1,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,14.86012113,0.5625
P1,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,94.72283832,0.8913043478260869
P10,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,41.06842339,0.868421052631579
P10,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,32.10518338,0.5625
P10,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,18.5119691,0.8913043478260869
P10,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,13.19064062,0.868421052631579
P10,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,62.31155591,0.5625
P10,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,49.1216551,0.8913043478260869
P11,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,52.55384477,0.868421052631579
P11,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,21.66978772,0.5625
P11,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,31.08639735,0.8913043478260869
P11,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,44.00341919,0.868421052631579
P11,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,24.18570859,0.5625
P11,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,48.75080512,0.8913043478260869
P13,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,84.92326065,0.868421052631579
P13,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,88.61625246,0.5625
P13,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,82.5126051,0.8913043478260869
P13,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,103.4353851,0.868421052631579
P13,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,70.7955945,0.5625
P13,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,66.63948154,0.8913043478260869
P14,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,115.7220571,0.868421052631579
P14,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,87.36161285,0.5625
P14,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,73.22065624,0.8913043478260869
P14,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,69.509185,0.868421052631579
P14,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,69.72713962,0.5625
P14,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,75.48781094,0.8913043478260869
P19,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,116.7595307,0.868421052631579
P19,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,85.65014945,0.5625
P19,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,93.88507283,0.8913043478260869
P19,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,132.1158318,0.868421052631579
P19,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,17.80339855,0.5625
P19,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,114.7352657,0.8913043478260869
P2,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,68.06871381,0.868421052631579
P2,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,93.20268505,0.5625
P2,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,88.73144707,0.8913043478260869
P2,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,97.95831613,0.868421052631579
P2,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,80.79245633,0.5625
P2,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,96.44070977,0.8913043478260869
P23,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,71.35967279,0.868421052631579
P23,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,5.136584468,0.5625
P23,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,71.49481799,0.8913043478260869
P25,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,31.5779195,0.868421052631579
P25,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,44.7411142,0.5625
P25,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,44.90705624,0.8913043478260869
P25,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,15.92264111,0.868421052631579
P25,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,21.18350774,0.5625
P25,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,32.22530838,0.8913043478260869
P26,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,63.56041614,0.868421052631579
P26,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,25.83176726,0.5625
P26,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,49.92617049,0.8913043478260869
P26,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,92.02416313,0.868421052631579
P26,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,22.79040368,0.5625
P26,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,114.4920508,0.8913043478260869
P27,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,6.726812024,0.868421052631579
P27,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,127.909423,0.5625
P27,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,122.8067038,0.8913043478260869
P27,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,4.358222115,0.868421052631579
P27,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,127.9085505,0.5625
P27,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,125.4190807,0.8913043478260869
P28,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,96.59113106,0.868421052631579
P28,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,33.78409241,0.5625
P28,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,92.41240231,0.8913043478260869
P28,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,71.40186902,0.868421052631579
P28,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,17.38855946,0.5625
P28,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,61.87138676,0.8913043478260869
P31,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,10.92382717,0.868421052631579
P31,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,99.95963435,0.5625
P31,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,105.6388683,0.8913043478260869
P31,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,82.93069697,0.868421052631579
P31,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,73.74971322,0.5625
P31,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,78.36846368,0.8913043478260869
P32,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,38.49073915,0.868421052631579
P32,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,30.63085046,0.5625
P32,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,38.61714127,0.8913043478260869
P32,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,29.53304759,0.868421052631579
P32,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,29.91391817,0.5625
P32,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,15.6875492,0.8913043478260869
P5,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,49.95000901,0.868421052631579
P5,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,43.14535896,0.5625
P5,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,42.74522897,0.8913043478260869
P5,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,43.70757028,0.868421052631579
P5,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,115.9104055,0.5625
P5,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,72.20682516,0.8913043478260869
P6,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,20.8875202,0.868421052631579
P6,036 424 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,32.8456542,0.5625
P6,036 424 813,2,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,28.27623914,0.8913043478260869
P6,036 424 813,1,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,33.40001347,0.868421052631579
P6,036 424 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,55.77800014,0.5625
P6,036 424 813,1,HUN,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,34.94833329,0.8913043478260869
P9,036 424 813,2,FAC,anchor,HUN,struct_cliff,anchor.to.struct_cliff,72.98200395,0.868421052631579
