SubjectCode,Triplet,Rep,RedJade Code A,roleA,RedJade Code B,roleB,Roles,Perceptual Distance,Structural Distance
P11,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,73.60150066,0.4666666666666667
P11,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,88.83430869,0.875
P11,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,26.56862059,0.8695652173913043
P11,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,39.29621992,0.4666666666666667
P11,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,22.71305572,0.875
P13,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,103.1868369,0.8695652173913043
P13,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,87.6432553,0.4666666666666667
P13,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,49.8479458,0.875
P14,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,112.0680338,0.8695652173913043
P14,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,26.49660544,0.4666666666666667
P14,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,109.6701167,0.875
P14,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,26.41976911,0.8695652173913043
P14,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,91.16155824,0.4666666666666667
P14,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,114.9722614,0.875
P19,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,0.65520989,0.8695652173913043
P19,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,131.1902302,0.4666666666666667
P19,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,131.7623262,0.875
P19,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,132.4836964,0.8695652173913043
P19,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,93.06150923,0.4666666666666667
P19,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,93.30118381,0.875
P2,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,75.43886134,0.8695652173913043
P2,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,98.34257725,0.4666666666666667
P2,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,93.72050416,0.875
P2,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,97.81069164,0.8695652173913043
P2,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,104.1435514,0.4666666666666667
P2,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,91.72557168,0.875
P23,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,96.3478827,0.8695652173913043
P23,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,84.50166921,0.4666666666666667
P23,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,92.27774271,0.875
P25,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,43.8936271,0.8695652173913043
P25,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,60.46027622,0.4666666666666667
P25,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,80.95396531,0.875
P25,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,62.93160891,0.8695652173913043
P25,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,90.94195127,0.4666666666666667
P25,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,89.53344682,0.875
P26,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,120.0921417,0.8695652173913043
P26,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,26.96899887,0.4666666666666667
P26,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,119.8202287,0.875
P26,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,108.4062959,0.8695652173913043
P26,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,48.58311332,0.4666666666666667
P26,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,72.15838482,0.875
P27,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,127.162811,0.8695652173913043
P27,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,89.85710545,0.4666666666666667
P27,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,89.48221779,0.875
P27,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,127.4161701,0.8695652173913043
P27,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,110.5760304,0.4666666666666667
P27,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,24.92443179,0.875
P28,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,24.4205262,0.8695652173913043
P28,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,43.89880408,0.4666666666666667
P28,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,50.43439402,0.875
P28,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,35.93802721,0.8695652173913043
P28,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,74.03031879,0.4666666666666667
P28,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,98.62796409,0.875
P31,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,10.57546689,0.8695652173913043
P31,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,84.11832262,0.4666666666666667
P31,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,82.72587564,0.875
P31,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,20.39024522,0.8695652173913043
P31,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,81.65140354,0.4666666666666667
P31,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,99.45605361,0.875
P32,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,90.41902952,0.8695652173913043
P32,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,21.77223232,0.4666666666666667
P32,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,72.61777744,0.875
P32,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,39.50561732,0.8695652173913043
P32,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,18.88596569,0.4666666666666667
P32,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,41.13036956,0.875
P5,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,23.56562115,0.8695652173913043
P5,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,98.42584671,0.4666666666666667
P5,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,120.917739,0.875
P5,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,27.59853076,0.8695652173913043
P5,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,77.24936246,0.4666666666666667
P5,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,104.8129291,0.875
P6,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,26.73215667,0.8695652173913043
P6,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,52.93130737,0.4666666666666667
P6,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,27.0458592,0.875
P6,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,57.78132051,0.8695652173913043
P6,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,14.3162076,0.4666666666666667
P6,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,44.2150834,0.875
P9,262 594 854,2,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,34.69073219,0.8695652173913043
P9,262 594 854,2,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,51.67520489,0.4666666666666667
P9,262 594 854,2,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,51.43482186,0.875
P9,262 594 854,1,AHP,anchor,CWE,struct_cliff,anchor.to.struct_cliff,24.49683245,0.8695652173913043
P9,262 594 854,1,AHP,anchor,WTS,label_cliff,anchor.to.label_cliff,55.69026486,0.4666666666666667
P9,262 594 854,1,CWE,struct_cliff,WTS,label_cliff,struct_cliff.to.label_cliff,50.9591091,0.875
P1,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,125.780167,0.7
P1,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,96.64239494,0.5625
P1,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,29.68157846,0.8536585365853658
P1,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,50.51483841,0.7
P1,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,37.18399252,0.5625
P1,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,47.70602058,0.8536585365853658
P10,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,10.68541061,0.7
P10,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,40.23462439,0.5625
P10,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,40.51608323,0.8536585365853658
P10,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,9.686614476,0.7
P10,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,9.574392931,0.5625
P10,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,14.01629409,0.8536585365853658
P11,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,63.34660291,0.7
P11,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,20.94602588,0.5625
P11,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,57.33270707,0.8536585365853658
P11,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,17.02166267,0.7
P11,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,20.00424455,0.5625
P11,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,29.94786136,0.8536585365853658
P13,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,88.39319544,0.7
P13,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,69.70306163,0.5625
P13,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,79.73432511,0.8536585365853658
P14,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,38.5101571,0.7
P14,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,79.02005062,0.5625
P14,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,40.53408689,0.8536585365853658
P14,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,55.12087173,0.7
P14,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,105.2821186,0.5625
P14,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,50.28846786,0.8536585365853658
P19,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,21.60708217,0.7
P19,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,17.89074621,0.5625
P19,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,39.48849959,0.8536585365853658
P19,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,89.05226611,0.7
P19,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,131.7428499,0.5625
P19,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,43.1055936,0.8536585365853658
P2,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,76.25575126,0.7
P2,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,96.40491378,0.5625
P2,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,107.8081008,0.8536585365853658
P2,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,96.5054014,0.7
P2,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,68.48835886,0.5625
P2,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,95.41348437,0.8536585365853658
P23,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,98.5548913,0.7
P23,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,68.86402617,0.5625
P23,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,87.97095487,0.8536585365853658
P25,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,27.07926328,0.7
P25,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,13.61082657,0.5625
P25,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,26.61737215,0.8536585365853658
P25,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,21.15159805,0.7
P25,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,29.67355725,0.5625
P25,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,29.72615851,0.8536585365853658
P26,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,46.56506201,0.7
P26,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,41.97986779,0.5625
P26,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,13.40309293,0.8536585365853658
P26,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,64.57285265,0.7
P26,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,24.9337442,0.5625
P26,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,39.84017194,0.8536585365853658
P27,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,4.726118915,0.7
P27,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,121.7808162,0.5625
P27,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,118.1619304,0.8536585365853658
P27,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,91.91060494,0.7
P27,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,37.28077252,0.5625
P27,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,111.6723104,0.8536585365853658
P28,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,68.18775037,0.7
P28,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,15.99569004,0.5625
P28,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,75.76132127,0.8536585365853658
P28,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,75.70323639,0.7
P28,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,17.65573561,0.5625
P28,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,83.28604325,0.8536585365853658
P31,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,13.7951332,0.7
P31,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,51.15483164,0.5625
P31,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,54.29748153,0.8536585365853658
P31,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,14.26778539,0.7
P31,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,61.71851748,0.5625
P31,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,60.68801941,0.8536585365853658
P32,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,50.42063169,0.7
P32,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,28.00128568,0.5625
P32,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,40.08350409,0.8536585365853658
P32,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,36.94199778,0.7
P32,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,10.22610874,0.5625
P32,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,37.25060134,0.8536585365853658
P5,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,35.92266416,0.7
P5,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,122.6556847,0.5625
P5,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,86.89047819,0.8536585365853658
P5,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,26.07498418,0.7
P5,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,120.9805976,0.5625
P5,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,95.00172314,0.8536585365853658
P6,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,35.07025093,0.7
P6,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,23.88728741,0.5625
P6,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,14.24405841,0.8536585365853658
P6,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,26.83393747,0.7
P6,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,16.45481389,0.5625
P6,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,16.85706084,0.8536585365853658
P9,036 368 813,2,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,28.27891441,0.7
P9,036 368 813,2,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,41.8113884,0.5625
P9,036 368 813,2,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,29.40931145,0.8536585365853658
P9,036 368 813,1,FAC,anchor,LXZ,struct_cliff,anchor.to.struct_cliff,60.19817688,0.7
P9,036 368 813,1,FAC,anchor,MDD,label_cliff,anchor.to.label_cliff,42.79413979,0.5625
P9,036 368 813,1,LXZ,struct_cliff,MDD,label_cliff,struct_cliff.to.label_cliff,46.59694518,0.8536585365853658
P1,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,64.25908185,0.9032258064516128
P1,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,64.25908185,0.9032258064516128
P1,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,131.2958072,0.5294117647058824
P1,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,131.2958072,0.5294117647058824
P1,457 538 703,2,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,67.09335138,0.90625
P1,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,63.87687218,0.9032258064516128
P1,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,63.87687218,0.9032258064516128
P1,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,133.0068938,0.5294117647058824
P1,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,133.0068938,0.5294117647058824
P1,457 538 703,1,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,69.70489366,0.90625
P10,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,43.01852275,0.9032258064516128
P10,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,43.01852275,0.9032258064516128
P10,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,43.54504449,0.5294117647058824
P10,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,43.54504449,0.5294117647058824
P10,457 538 703,2,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,39.85816102,0.90625
P10,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,53.00694483,0.9032258064516128
P10,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,53.00694483,0.9032258064516128
P10,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,71.78991921,0.5294117647058824
P10,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,71.78991921,0.5294117647058824
P10,457 538 703,1,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,21.60886161,0.90625
P11,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,61.66290944,0.9032258064516128
P11,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,61.66290944,0.9032258064516128
P11,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,65.58873836,0.5294117647058824
P11,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,65.58873836,0.5294117647058824
P11,457 538 703,2,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,102.4180385,0.90625
P11,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,63.98752457,0.9032258064516128
P11,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,63.98752457,0.9032258064516128
P11,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,98.44769677,0.5294117647058824
P11,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,98.44769677,0.5294117647058824
P11,457 538 703,1,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,38.26367076,0.90625
P13,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,82.3630269,0.9032258064516128
P13,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,82.3630269,0.9032258064516128
P13,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,92.62767837,0.5294117647058824
P13,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,92.62767837,0.5294117647058824
P13,457 538 703,2,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,67.3036418,0.90625
P13,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,61.27760439,0.9032258064516128
P13,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,61.27760439,0.9032258064516128
P13,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,93.25517037,0.5294117647058824
P13,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,93.25517037,0.5294117647058824
P13,457 538 703,1,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,60.12694903,0.90625
P14,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,81.51013005,0.9032258064516128
P14,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,81.51013005,0.9032258064516128
P14,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,82.36598145,0.5294117647058824
P14,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,82.36598145,0.5294117647058824
P14,457 538 703,2,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,31.83132105,0.90625
P14,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,42.71225117,0.9032258064516128
P14,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,42.71225117,0.9032258064516128
P14,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,87.0820946,0.5294117647058824
P14,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,87.0820946,0.5294117647058824
P14,457 538 703,1,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,116.6214611,0.90625
P19,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,110.4850872,0.9032258064516128
P19,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,110.4850872,0.9032258064516128
P19,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,110.8816062,0.5294117647058824
P19,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,110.8816062,0.5294117647058824
P19,457 538 703,2,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,43.67250508,0.90625
P19,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,101.8867214,0.9032258064516128
P19,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,101.8867214,0.9032258064516128
P19,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,131.9673403,0.5294117647058824
P19,457 538 703,1,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,131.9673403,0.5294117647058824
P19,457 538 703,1,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,39.24588768,0.90625
P2,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,58.48011286,0.9032258064516128
P2,457 538 703,2,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,58.48011286,0.9032258064516128
P2,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,108.2732492,0.5294117647058824
P2,457 538 703,2,WHI,anchor,TOY,label_cliff,anchor.to.label_cliff,108.2732492,0.5294117647058824
P2,457 538 703,2,XRT,struct_cliff,TOY,label_cliff,struct_cliff.to.label_cliff,104.8520944,0.90625
P2,457 538 703,1,WHI,anchor,XRT,struct_cliff,anchor.to.struct_cliff,45.5908697,0.9032258064516128
